0,86.01926066
1,85.88496424
6,72.64686574
2,83.80300057
3,81.02844126
4,75.93992209
5,72.97701992
7,71.21881705
8,69.14781678
9,69.1643586
10,145.0060019
26,93.20948137
14,118.860991
25,93.48109031
29,81.35306466
15,115.6551029
16,115.2967545
17,115.0948422
30,80.98817629
18,109.2434847
19,108.0517985
20,102.5104489
21,101.4624373
22,100.0763799
23,98.44854125
24,95.66743662
13,127.1148427
11,142.8021359
31,80.31220617
27,89.04129488
32,71.51339165
28,81.49056752
12,129.3309647
33,71.29815325
34,69.18125245
35,69.42631586
36,69.32576274
37,69.41525569
38,69.1854325
39,69.27784479
40,69.28722049
41,69.13244866
42,130.1506199
51,110.8987432
50,111.1382451
49,111.7470131
43,129.0377226
48,113.3176999
47,114.2284033
46,117.5873651
56,93.27475815
45,126.674981
44,129.1821466
53,103.6619504
59,83.8609939
58,85.0921579
57,87.83457923
62,78.74400307
60,83.77614699
61,82.59054029
55,96.27035483
54,100.5977849
64,72.10922737
63,73.54895216
52,110.5291637
65,69.3387336
66,69.30887526
67,69.42587142
68,69.18094454
69,69.34091102
70,69.36439728
71,69.19413457
72,135.2502059
74,121.0485651
87,86.80577728
75,118.7466715
76,117.3642892
77,117.1697093
78,116.6005478
79,114.1625065
80,113.4579477
81,100.5568768
84,93.25228801
83,97.52505415
82,99.25490996
92,75.65595033
85,89.68728219
91,76.30577413
93,73.72087196
90,79.57487416
89,81.47204577
86,86.82884141
73,122.0624791
88,83.05730742
94,69.24837406
95,69.39597599
96,69.32400875
97,69.17267311
98,69.14470167
99,149.5407726
100,149.4362327
101,148.5931188
102,146.8739987
103,143.1766915
114,120.4443964
107,133.0135978
104,141.1741396
108,130.2904467
110,124.4437857
105,135.2334463
119,109.9995815
133,72.83773387
113,123.1636408
115,119.6321065
116,118.6120229
117,112.622663
109,125.1296034
111,124.106816
127,87.58790899
112,123.5078613
118,111.2091256
131,73.70370109
130,73.97695918
126,90.74731438
129,74.97108784
128,76.92238629
125,92.93570419
134,71.80967013
132,73.21166511
120,109.3755678
121,102.7705477
106,133.4929776
122,100.0910493
124,93.70690208
123,98.14468945
136,69.26071245
135,71.5651082
137,69.22575035
138,69.1486674
139,197.0938417
149,146.3190991
158,129.9395897
144,170.830023
157,133.2506192
150,145.0668382
146,155.2654925
147,153.5466245
145,167.6723975
140,188.7341439
141,185.629507
143,171.7538645
148,146.9288289
156,135.4523652
159,122.2549678
154,141.4124474
153,142.0255905
152,142.2169178
160,121.618516
142,172.6398844
155,140.8843995
151,142.9499353
161,198.6248107
182,136.5516851
171,160.5074464
162,194.9465339
170,169.9805244
174,153.4952712
164,190.3456993
165,189.6688534
179,145.7477707
176,149.6262169
167,185.8750597
173,156.4312031
168,180.2358546
178,147.6709096
166,187.7153822
187,118.2172889
175,151.0462867
180,143.1921898
185,124.4364968
163,191.05577
172,158.1293816
186,119.3629565
181,142.4284815
183,130.4255972
177,147.8851564
169,170.8966506
184,127.4173751
188,116.2186714
198,104.731038
197,104.9042972
196,105.0153769
195,106.331154
194,109.4561098
193,109.7239754
208,84.29166921
211,80.26805716
212,78.35066389
213,72.17367968
210,82.46413718
206,90.17964734
215,71.6105396
214,71.99908617
192,112.2967884
189,116.6454943
209,83.25140775
190,115.3750203
191,112.5961983
207,89.89605355
199,104.4021733
200,104.3389137
201,103.5806055
202,102.3200352
203,99.25454794
204,96.67429515
205,93.44341224
216,69.12346964
217,69.21499958
218,69.19739664
219,69.23872181
220,69.39321986
221,130.636672
222,123.5155988
225,111.6604434
223,123.1515811
224,121.6050969
226,118.380554
231,106.6289439
230,106.9658616
229,107.3549233
228,109.1056064
237,91.64279158
238,89.78105763
235,95.77454942
227,115.1949264
239,89.55747182
244,79.68862766
242,86.13304231
245,78.25881678
241,86.62817254
236,92.33812451
240,88.10945768
234,98.69952424
243,82.87687472
233,104.180965
232,105.2220903
246,71.09875075
247,69.32101542
248,69.19763272
249,69.29483989
250,69.36577646
251,69.41355243
252,69.2916165
253,69.19387039
254,69.31634139
255,69.23454481
256,69.34783372
257,121.3407809
258,120.7023254
259,116.4139243
263,99.95922699
273,71.52724518
269,82.98407918
261,104.8541037
272,75.88960452
268,87.22789032
270,82.42495023
265,97.88433208
260,115.3376601
267,88.28433911
271,81.7716239
264,98.70202041
266,89.97851342
262,100.9205406
274,69.27087162
275,69.22800391
276,69.14037947
277,69.41827351
278,69.38464628
279,69.26414801
280,113.2167563
281,112.9268768
282,110.880398
283,109.667338
284,104.38931
285,122.4241811
294,90.46342349
291,99.82416898
286,122.2100662
290,101.7189468
293,93.7018582
296,80.19771853
292,97.77229109
295,83.11748942
287,115.1884909
297,75.49344272
289,106.3934997
288,110.2019562
298,71.57869607
299,69.30141018
300,69.15583667
301,114.4773758
303,106.0228894
302,107.2724037
304,180.2647456
334,95.61244105
324,119.1745193
309,168.4485704
305,177.1231305
330,110.0953107
306,175.1104337
308,169.7118297
312,165.3365527
317,141.0834018
313,159.3779588
307,170.8696354
311,165.5905401
310,168.4055933
318,133.3067852
319,132.2870333
320,128.7407861
314,153.2221922
331,109.5406181
316,147.3331716
321,128.1280241
322,126.2584591
323,122.8760404
325,117.9354552
326,114.5567891
328,113.6506524
327,114.3621501
315,151.9436139
329,110.6377127
333,96.75188831
332,107.5471527
335,169.3719411
336,171.5573585
346,114.5044998
353,101.7310104
348,111.6886854
349,110.5248327
350,108.8508761
344,132.9943349
342,138.6720897
341,144.1210541
337,168.9816513
343,137.8654874
345,131.9262669
352,102.1424735
338,164.0496426
351,102.6370056
347,113.7659564
340,148.2093052
355,91.77984378
339,151.643263
354,94.10061103
356,169.1971266
382,105.2758819
377,117.6248263
389,96.86148263
371,129.3612923
387,101.872818
388,101.1199098
373,126.5878541
360,163.8646661
386,102.819975
359,166.075394
384,104.3440789
380,106.5560885
372,128.8789278
370,129.2282439
369,134.7854138
374,124.0643692
390,91.04825574
375,122.6356347
368,135.2232939
367,138.2233272
366,141.7111863
