0,86.11904219,Mean,123.4039335,Confidence -norm,0.534111024,Confidence-t distribution,0.534160513
1,78.03267453,StDev,32.4716446,Low bound,122.8698225,Low bound,122.869773
2,75.46648045,,,High Bound,123.9380445,High Bound,123.938094
3,73.0293012,,,,,,
4,69.02,,,,,,
5,69.02,,,,,,
6,145.6566794,,,,,,
7,143.6089073,,,,,,
8,141.4647868,,,,,,
9,138.8101273,,,,,,
10,137.5057334,,,,,,
11,137.3441224,,,,,,
12,136.9532534,,,,,,
13,134.4961485,,,,,,
14,128.1098707,,,,,,
15,126.9773363,,,,,,
16,120.4162534,,,,,,
17,112.9823771,,,,,,
18,109.6069764,,,,,,
19,109.5463515,,,,,,
20,109.4662421,,,,,,
21,108.8130761,,,,,,
22,108.7817606,,,,,,
23,107.0095045,,,,,,
24,100.5951965,,,,,,
25,98.14088784,,,,,,
26,97.71233005,,,,,,
27,93.34572615,,,,,,
28,93.16006909,,,,,,
29,85.07338755,,,,,,
30,79.17538448,,,,,,
31,77.96983737,,,,,,
32,71.08,,,,,,
33,69.02,,,,,,
34,69.02,,,,,,
35,69.02,,,,,,
36,69.02,,,,,,
37,69.02,,,,,,
38,69.02,,,,,,
39,69.02,,,,,,
40,127.1263621,,,,,,
41,128.4981564,,,,,,
42,127.3523281,,,,,,
43,126.9441701,,,,,,
44,126.492133,,,,,,
45,124.7473726,,,,,,
46,121.8882184,,,,,,
47,121.0449115,,,,,,
48,120.6195823,,,,,,
49,108.3631302,,,,,,
50,102.1272537,,,,,,
51,99.99492177,,,,,,
52,99.51825252,,,,,,
53,95.34846169,,,,,,
54,95.04851295,,,,,,
55,90.93134939,,,,,,
56,86.44631092,,,,,,
57,86.20017639,,,,,,
58,84.75523847,,,,,,
59,80.12213076,,,,,,
60,71.08,,,,,,
61,69.02,,,,,,
62,69.02,,,,,,
63,69.02,,,,,,
64,69.02,,,,,,
65,69.02,,,,,,
66,69.02,,,,,,
67,69.02,,,,,,
68,123.6628946,,,,,,
69,122.2969286,,,,,,
70,121.7942981,,,,,,
71,120.4946866,,,,,,
72,106.512951,,,,,,
73,91.81368292,,,,,,
74,87.31951784,,,,,,
75,86.2956386,,,,,,
76,80.61014324,,,,,,
77,80.47325157,,,,,,
78,72.50851033,,,,,,
79,71.29,,,,,,
80,69.02,,,,,,
81,69.02,,,,,,
82,69.02,,,,,,
83,69.02,,,,,,
84,144.7645383,,,,,,
85,143.6145209,,,,,,
86,142.8665582,,,,,,
87,141.8776978,,,,,,
88,140.910842,,,,,,
89,140.0453625,,,,,,
90,139.7685805,,,,,,
91,129.2918626,,,,,,
92,129.1318529,,,,,,
93,128.8591457,,,,,,
94,125.9607785,,,,,,
95,116.9550253,,,,,,
96,116.4449451,,,,,,
97,115.861861,,,,,,
98,110.9164601,,,,,,
99,108.7329992,,,,,,
100,107.8249388,,,,,,
101,105.5530234,,,,,,
102,104.7644666,,,,,,
103,104.0940366,,,,,,
104,101.7163964,,,,,,
105,101.2919874,,,,,,
106,94.87278996,,,,,,
107,94.34247763,,,,,,
108,91.14846106,,,,,,
109,88.29409054,,,,,,
110,87.54819879,,,,,,
111,87.49404945,,,,,,
112,83.06145948,,,,,,
113,82.2785963,,,,,,
114,81.95800846,,,,,,
115,80.1973566,,,,,,
116,77.73237861,,,,,,
117,75.60763261,,,,,,
118,74.79798109,,,,,,
119,71.33383462,,,,,,
120,71.29,,,,,,
121,71.29,,,,,,
122,69.02,,,,,,
123,202.3584083,,,,,,
124,201.4870302,,,,,,
125,199.1865728,,,,,,
126,194.1776924,,,,,,
127,193.5630067,,,,,,
128,187.7619317,,,,,,
129,184.7987289,,,,,,
130,184.6041513,,,,,,
131,183.6669855,,,,,,
132,178.3571878,,,,,,
133,178.3309681,,,,,,
134,177.9053252,,,,,,
135,176.0660387,,,,,,
136,170.0454415,,,,,,
137,167.3719478,,,,,,
138,164.994662,,,,,,
139,162.3582708,,,,,,
140,157.9662055,,,,,,
141,156.4683149,,,,,,
142,148.1070819,,,,,,
143,143.9273102,,,,,,
144,141.7201605,,,,,,
145,139.27762,,,,,,
146,136.4496502,,,,,,
147,131.908895,,,,,,
148,129.7327759,,,,,,
149,129.0896123,,,,,,
150,122.9349512,,,,,,
151,119.0144859,,,,,,
