47,260,68.5
46,261,70.5
1,263,130.5
2,263,130.0
4,263,129.0
5,263,126.5
7,263,125.0
9,263,122.5
10,263,119.5
11,263,117.5
13,263,116.0
15,263,114.5
18,263,113.0
20,263,111.5
23,263,108.0
24,263,107.5
27,263,105.0
29,263,103.5
31,263,101.5
33,263,100.5
36,263,96.5
37,263,96.0
39,263,93.0
40,263,89.5
41,263,85.0
42,263,81.5
43,263,78.5
44,263,75.5
45,263,73.5
48,264,65.0
50,268,65.0
51,278,65.0
53,286,65.0
54,294,65.0
111,455,65.0
55,459,143.5
58,459,141.5
61,459,139.5
63,459,138.0
66,459,136.5
69,459,135.0
72,459,133.0
75,459,131.5
77,459,130.0
79,459,128.5
82,459,125.0
83,459,123.5
84,459,123.0
85,459,121.5
88,459,120.0
89,459,119.5
91,459,118.0
94,459,116.0
97,459,114.5
98,459,113.0
101,459,110.0
102,459,106.5
103,459,105.0
104,459,100.0
106,459,90.0
107,459,88.5
108,459,87.0
109,459,83.0
110,459,72.0
113,459,65.0
114,466,65.0
116,470,65.0
117,474,65.5
118,474,65.0
122,477,65.5
125,483,65.5
126,483,65.0
129,488,65.5
182,649,65.5
185,652,65.0
179,653,69.0
180,653,68.5
178,654,71.0
132,655,147.5
133,655,147.0
136,655,145.0
139,655,143.0
142,655,141.5
145,655,140.0
147,655,138.0
150,655,137.0
152,655,135.5
153,655,133.0
154,655,132.0
157,655,130.5
160,655,129.0
162,655,127.5
164,655,124.0
165,655,120.5
167,655,116.0
168,655,108.0
169,655,105.5
170,655,98.0
172,655,86.5
173,655,85.0
174,655,77.5
175,655,76.0
177,655,73.5
187,655,65.0
188,751,111.5
191,751,109.0
192,751,108.5
194,751,107.5
196,751,106.0
197,751,105.5
198,751,104.5
199,751,102.5
201,751,101.5
203,751,100.0
204,751,99.5
206,751,98.5
207,915,178.5
209,915,177.0
211,915,174.0
214,915,173.0
215,915,172.5
216,915,171.5
218,915,170.0
221,915,168.5
223,915,167.0
225,915,160.5
226,915,156.5
228,915,153.0
230,915,149.0
231,915,147.0
232,915,138.5
233,915,127.0
234,915,125.0
235,915,116.5
237,915,115.0
238,915,113.5
241,915,112.0
243,915,109.0
245,915,107.5
248,915,105.5
250,915,103.5
252,915,101.0
