45,260,68.5
1,263,130.5
2,263,130.0
4,263,129.0
7,263,127.5
11,263,126.0
12,263,123.0
14,263,121.5
16,263,120.0
17,263,119.5
19,263,118.0
21,263,116.5
22,263,115.0
23,263,113.0
25,263,112.0
26,263,111.5
27,263,109.5
28,263,108.0
30,263,106.5
31,263,105.0
33,263,103.5
35,263,101.5
37,263,99.5
38,263,98.0
41,263,96.5
44,263,86.0
80,453,65.0
46,459,143.5
48,459,142.0
49,459,140.5
51,459,139.0
52,459,136.5
54,459,133.5
55,459,132.0
58,459,130.5
62,459,126.5
64,459,123.0
65,459,121.5
66,459,120.0
67,459,117.5
70,459,115.5
72,459,114.0
74,459,112.5
76,459,109.0
78,459,97.0
79,459,87.5
81,464,65.0
82,474,65.5
85,477,65.5
88,480,65.5
91,484,65.5
92,488,65.0
134,653,65.5
130,654,71.0
131,654,70.5
132,654,69.0
94,655,147.5
96,655,144.0
97,655,142.5
99,655,141.0
101,655,138.5
104,655,136.5
107,655,135.0
111,655,132.5
112,655,130.5
114,655,129.0
117,655,127.0
119,655,125.5
122,655,124.0
123,655,122.0
125,655,117.5
126,655,115.0
127,655,112.0
128,655,100.0
129,655,87.0
136,751,112.5
139,751,110.5
141,751,107.5
144,751,106.0
145,751,104.5
149,751,101.5
152,751,100.0
153,751,98.0
155,915,177.5
157,915,176.0
158,915,174.0
160,915,172.0
162,915,170.5
163,915,170.0
165,915,168.5
167,915,154.5
168,915,148.5
169,915,146.0
170,915,140.0
171,915,131.5
172,915,127.0
173,915,123.5
174,915,116.5
177,915,114.5
180,915,113.0
182,915,111.5
184,915,110.0
186,915,108.0
187,915,107.5
189,915,106.0
192,915,104.5
194,915,102.5
196,915,101.0
197,915,99.0
199,915,97.5
201,915,96.0
202,915,93.5
205,915,91.0
207,915,89.0
210,915,87.5
211,915,86.0
212,915,84.5
215,915,83.0
216,1079,163.5
217,1079,157.0
218,1079,151.0
219,1079,149.5
220,1079,132.0
221,1079,127.0
222,1079,118.0
223,1079,115.5
225,1079,112.5
227,1079,108.5
230,1079,106.0
231,1079,104.0
232,1079,101.5
234,1079,99.5
236,1079,98.0
237,1079,95.0
239,1079,93.0
242,1079,89.5
244,1079,88.0
246,1079,86.5
249,1079,84.5
252,1079,83.0
254,1079,81.5
255,1079,80.0
256,1079,78.5
257,1079,68.0
258,1243,135.5
259,1243,122.0
260,1243,116.5
262,1243,112.0
263,1243,109.5
266,1243,108.0
267,1243,105.5
270,1243,104.0
272,1243,102.5
273,1243,102.0
274,1243,101.0
276,1243,99.0
278,1243,97.5
280,1243,95.5
283,1243,94.0
284,1243,93.5
287,1243,91.0
288,1243,89.5
291,1243,87.5
292,1243,85.5
295,1243,81.5
297,1243,79.0
299,1243,77.5
303,1247,65.0
304,1257,65.0
353,1438,65.0
306,1439,130.0
307,1439,123.5
309,1439,122.5
310,1439,119.0
312,1439,118.0
315,1439,116.5
318,1439,114.5
319,1439,113.0
320,1439,111.0
322,1439,109.0
323,1439,108.5
326,1439,107.0
329,1439,104.5
331,1439,103.0
334,1439,101.0
335,1439,100.5
336,1439,99.5
338,1439,98.0
340,1439,96.0
342,1439,94.5
343,1439,92.5
345,1439,91.0
347,1439,89.5
350,1439,86.0
351,1439,81.0
352,1439,75.0
404,1632,68.5
354,1635,144.0
355,1635,140.0
356,1635,136.0
358,1635,134.0
361,1635,132.0
362,1635,130.5
365,1635,129.0
367,1635,127.5
368,1635,127.0
369,1635,126.0
371,1635,124.0
375,1635,122.0
377,1635,119.0
379,1635,117.5
382,1635,116.0
384,1635,114.0
385,1635,111.5
387,1635,109.5
390,1635,108.0
391,1635,106.5
393,1635,105.0
394,1635,104.5
396,1635,103.0
400,1635,97.5
401,1635,88.5
402,1635,86.5
403,1635,74.0
405,1635,65.0
406,1735,101.0
409,1735,100.0
410,1899,180.0
413,1899,178.5
416,1899,177.0
418,1899,175.0
420,1899,172.0
421,1899,170.5
422,1899,168.5
423,1899,168.0
425,1899,167.0
426,1899,164.5
427,1899,163.5
429,1899,161.0
432,1899,158.0
435,1899,156.5
438,1899,154.5
439,1899,153.0
441,1899,151.5
444,1899,149.0
446,1899,141.5
447,1899,140.0
448,1899,129.5
449,1899,117.0
451,1899,113.5
453,1899,108.0
454,1899,98.5
457,1899,97.5
460,1899,95.5
462,1899,92.5
464,1899,90.5
466,1899,88.5
469,1899,87.0
470,1899,85.5
473,1899,84.0
476,2063,164.0
478,2063,162.0
479,2063,160.0
480,2063,158.5
483,2063,157.0
485,2063,155.5
486,2063,153.0
488,2063,151.5
489,2063,150.0
491,2063,147.0
492,2063,145.5
494,2063,127.0
495,2063,117.0
496,2063,112.0
497,2063,109.0
499,2063,101.0
500,2063,96.5
502,2063,95.5
506,2063,93.0
509,2063,90.5
512,2063,89.0
515,2063,87.0
517,2063,85.5
519,2063,82.5
521,2063,81.0
523,2063,77.5
525,2063,75.0
528,2063,73.5
529,2063,72.0
530,2063,70.5
533,2063,69.0
