,,Low,Travel Time,Rolling Avg,Medium,Travel Time,Rolling Avg,High,Travel Time,Rolling Avg
1821,7337,65.5,65500,68500,160,160000,166650,118.5,118500,120000
1823,7340,65.5,65500,67500,158.5,158500,165100,117.5,117500,125250
1859,7510,65.5,65500,66650,156.5,156500,163500,115.5,115500,123200
1856,7513,69,69000,66300,154.5,154500,161950,113.5,113500,121300
1826,7515,132.5,132500,72450,153,153000,160450,113,113000,119600
1827,7515,128,128000,78700,151,151000,158800,112,112000,117950
1828,7515,114.5,114500,83600,149.5,149500,157100,110.5,110500,116400
1829,7515,109,109000,88000,148,148000,155450,110,110000,115050
1830,7515,100.5,100500,91500,146.5,146500,153800,109,109000,113850
1832,7515,98.5,98500,94850,145,145000,152250,107,107000,112650
1834,7515,96.5,96500,97950,143.5,143500,150600,105.5,105500,111350
1836,7515,92.5,92500,100650,142,142000,148950,103.5,103500,109950
1837,7515,89,89000,103000,140.5,140500,147350,99.5,99500,108350
1839,7515,87,87000,104800,138,138000,145700,97.5,97500,106750
1841,7515,83.5,83500,99900,135.5,135500,143950,96,96000,105050
1843,7515,81.5,81500,95250,133,133000,142150,94.5,94500,103300
1846,7515,80,80000,91800,127,127000,139900,92.5,92500,101500
1849,7515,78,78000,88700,105,105000,135600,88,88000,99300
1851,7515,76.5,76500,86300,93,93000,130250,86,86000,97000
1852,7515,75,75000,83950,90.5,90500,124800,84.5,84500,94750
1854,7515,73.5,73500,81650,89,89000,119350,82.5,82500,92450
,,Low,111882.6174,,Medium,113990.5095,,High,115496.4,
,,Medium,113990.5095,,,,,,,
,,High,115496.4,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,30775.8721,,,30776.22433,,,29834.90635,
,,,,,,,,,,
,,,1600.802026,,,1600.820347,,,1551.857844,
,,,,,,,,,,
,,,validation,,,,,,,
,,,130699,140559,,113737.7943,1600.802026,112136.9923,115338.5963,
,,,,,,113990.5095,1600.820347,112389.6891,115591.3298,
,,,,,,115496.4,1551.857844,113944.5422,117048.2578,
